Trial,S1_A_val,S1_A_std,S1_B_val,S2_A_val,S2_A_std,S2_B_val
85,-5.0,0,-5.0,-10,0.25,10
86,-5.0,0,-5.0,-10,0.25,10
87,-5.0,0,-5.0,-10,0.25,10
88,-5.0,0,-5.0,-10,0.25,10
89,-5.0,0,-5.0,-10,0.25,10
90,-5.0,0,-5.0,-10,0.25,10
91,-5.0,0,-5.0,-10,0.25,10
92,-5.0,0,-5.0,-10,0.25,10
93,-5.0,0,-5.0,-10,0.25,10
94,-5.0,0,-5.0,-10,0.25,10
95,-5.0,0,-5.0,-10,0.25,10
96,-5.0,0,-5.0,-10,0.25,10
97,-5.0,0,-5.0,-10,0.25,10
98,-5.0,0,-5.0,-10,0.25,10
99,-5.0,0,-5.0,-10,0.25,10
100,-5.0,0,-5.0,-10,0.25,10
101,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
102,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
103,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
104,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
105,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
106,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
107,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
108,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
109,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
110,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
111,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
112,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
113,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
114,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
115,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
116,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
117,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
118,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
119,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
120,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
121,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
122,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
123,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
124,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
125,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
126,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
127,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
128,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
129,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
130,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
131,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
132,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
133,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
134,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
135,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
136,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
137,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
138,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
139,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
140,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
141,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
142,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
143,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
144,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
145,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
146,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
147,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
148,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
149,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
150,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
151,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
152,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
153,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
154,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
155,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
156,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
157,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
158,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
159,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
160,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
161,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
162,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
163,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
164,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
165,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
166,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
167,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
168,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
169,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
170,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
171,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
172,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
173,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
174,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
175,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
176,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
177,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
178,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
179,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
180,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
181,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
182,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
183,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
184,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
185,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
186,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
187,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
188,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
189,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
190,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
191,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
192,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
193,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
194,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
195,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
196,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
197,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
198,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
199,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
200,-4.932885906040268,0,-4.932885906040268,-10,0.25,10
201,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
202,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
203,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
204,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
205,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
206,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
207,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
208,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
209,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
210,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
211,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
212,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
213,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
214,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
215,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
216,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
217,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
218,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
219,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
220,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
221,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
222,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
223,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
224,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
225,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
226,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
227,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
228,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
229,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
230,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
231,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
232,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
233,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
234,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
235,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
236,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
237,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
238,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
239,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
240,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
241,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
242,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
243,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
244,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
245,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
246,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
247,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
248,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
249,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
250,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
251,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
252,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
253,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
254,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
255,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
256,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
257,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
258,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
259,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
260,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
261,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
262,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
263,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
264,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
265,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
266,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
267,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
268,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
269,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
270,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
271,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
272,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
273,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
274,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
275,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
276,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
277,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
278,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
279,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
280,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
281,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
282,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
283,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
284,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
285,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
286,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
287,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
288,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
289,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
290,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
291,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
292,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
293,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
294,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
295,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
296,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
297,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
298,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
299,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
300,-4.865771812080537,0,-4.865771812080537,-10,0.25,10
301,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
302,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
303,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
304,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
305,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
306,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
307,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
308,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
309,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
310,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
311,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
312,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
313,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
314,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
315,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
316,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
317,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
318,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
319,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
320,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
321,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
322,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
323,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
324,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
325,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
326,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
327,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
328,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
329,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
330,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
331,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
332,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
333,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
334,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
335,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
336,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
337,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
338,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
339,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
340,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
341,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
342,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
343,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
344,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
345,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
346,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
347,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
348,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
349,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
350,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
351,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
352,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
353,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
354,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
355,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
356,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
357,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
358,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
359,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
360,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
361,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
362,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
363,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
364,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
365,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
366,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
367,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
368,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
369,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
370,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
371,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
372,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
373,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
374,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
375,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
376,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
377,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
378,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
379,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
380,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
381,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
382,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
383,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
384,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
385,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
386,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
387,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
388,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
389,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
390,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
391,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
392,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
393,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
394,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
395,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
396,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
397,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
398,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
399,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
400,-4.798657718120805,0,-4.798657718120805,-10,0.25,10
401,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
402,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
403,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
404,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
405,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
406,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
407,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
408,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
409,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
410,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
411,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
412,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
413,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
414,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
415,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
416,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
417,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
418,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
419,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
420,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
421,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
422,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
423,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
424,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
425,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
426,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
427,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
428,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
429,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
430,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
431,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
432,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
433,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
434,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
435,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
436,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
437,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
438,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
439,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
440,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
441,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
442,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
443,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
444,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
445,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
446,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
447,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
448,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
449,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
450,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
451,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
452,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
453,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
454,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
455,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
456,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
457,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
458,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
459,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
460,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
461,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
462,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
463,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
464,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
465,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
466,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
467,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
468,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
469,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
470,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
471,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
472,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
473,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
474,-4.731543624161074,0,-4.731543624161074,-10,0.25,10
