Trial,S1_val,S1_std,S2_val,S2_std
2698,-4.87,0.00,-4.87,3.00
2699,-4.87,0.00,-4.87,3.00
2700,-4.87,0.00,-4.87,3.00
2701,-4.87,0.00,-4.87,4.00
2702,-4.87,0.00,-4.87,4.00
2703,-4.87,0.00,-4.87,4.00
2704,-4.87,0.00,-4.87,4.00
2705,-4.87,0.00,-4.87,4.00
2706,-4.87,0.00,-4.87,4.00
2707,-4.87,0.00,-4.87,4.00
2708,-4.87,0.00,-4.87,4.00
2709,-4.87,0.00,-4.87,4.00
2710,-4.87,0.00,-4.87,4.00
2711,-4.87,0.00,-4.87,4.00
2712,-4.87,0.00,-4.87,4.00
2713,-4.87,0.00,-4.87,4.00
2714,-4.87,0.00,-4.87,4.00
2715,-4.87,0.00,-4.87,4.00
2716,-4.87,0.00,-4.87,4.00
2717,-4.87,0.00,-4.87,4.00
2718,-4.87,0.00,-4.87,4.00
2719,-4.87,0.00,-4.87,4.00
2720,-4.87,0.00,-4.87,4.00
2721,-4.87,0.00,-4.87,4.00
2722,-4.87,0.00,-4.87,4.00
2723,-4.87,0.00,-4.87,4.00
2724,-4.87,0.00,-4.87,4.00
2725,-4.87,0.00,-4.87,4.00
2726,-4.87,0.00,-4.87,4.00
2727,-4.87,0.00,-4.87,4.00
2728,-4.87,0.00,-4.87,4.00
2729,-4.87,0.00,-4.87,4.00
2730,-4.87,0.00,-4.87,4.00
2731,-4.87,0.00,-4.87,4.00
2732,-4.87,0.00,-4.87,4.00
2733,-4.87,0.00,-4.87,4.00
2734,-4.87,0.00,-4.87,4.00
2735,-4.87,0.00,-4.87,4.00
2736,-4.87,0.00,-4.87,4.00
2737,-4.87,0.00,-4.87,4.00
2738,-4.87,0.00,-4.87,4.00
2739,-4.87,0.00,-4.87,4.00
2740,-4.87,0.00,-4.87,4.00
2741,-4.87,0.00,-4.87,4.00
2742,-4.87,0.00,-4.87,4.00
2743,-4.87,0.00,-4.87,4.00
2744,-4.87,0.00,-4.87,4.00
2745,-4.87,0.00,-4.87,4.00
2746,-4.87,0.00,-4.87,4.00
2747,-4.87,0.00,-4.87,4.00
2748,-4.87,0.00,-4.87,4.00
2749,-4.87,0.00,-4.87,4.00
2750,-4.87,0.00,-4.87,4.00
2751,-4.36,0.00,-4.36,0.00
2752,-4.36,0.00,-4.36,0.00
2753,-4.36,0.00,-4.36,0.00
2754,-4.36,0.00,-4.36,0.00
2755,-4.36,0.00,-4.36,0.00
2756,-4.36,0.00,-4.36,0.00
2757,-4.36,0.00,-4.36,0.00
2758,-4.36,0.00,-4.36,0.00
2759,-4.36,0.00,-4.36,0.00
2760,-4.36,0.00,-4.36,0.00
2761,-4.36,0.00,-4.36,0.00
2762,-4.36,0.00,-4.36,0.00
2763,-4.36,0.00,-4.36,0.00
2764,-4.36,0.00,-4.36,0.00
2765,-4.36,0.00,-4.36,0.00
2766,-4.36,0.00,-4.36,0.00
2767,-4.36,0.00,-4.36,0.00
2768,-4.36,0.00,-4.36,0.00
2769,-4.36,0.00,-4.36,0.00
2770,-4.36,0.00,-4.36,0.00
2771,-4.36,0.00,-4.36,0.00
2772,-4.36,0.00,-4.36,0.00
2773,-4.36,0.00,-4.36,0.00
2774,-4.36,0.00,-4.36,0.00
2775,-4.36,0.00,-4.36,0.00
2776,-4.36,0.00,-4.36,0.00
2777,-4.36,0.00,-4.36,0.00
2778,-4.36,0.00,-4.36,0.00
2779,-4.36,0.00,-4.36,0.00
2780,-4.36,0.00,-4.36,0.00
2781,-4.36,0.00,-4.36,0.00
2782,-4.36,0.00,-4.36,0.00
2783,-4.36,0.00,-4.36,0.00
2784,-4.36,0.00,-4.36,0.00
2785,-4.36,0.00,-4.36,0.00
2786,-4.36,0.00,-4.36,0.00
2787,-4.36,0.00,-4.36,0.00
2788,-4.36,0.00,-4.36,0.00
2789,-4.36,0.00,-4.36,0.00
2790,-4.36,0.00,-4.36,0.00
2791,-4.36,0.00,-4.36,0.00
2792,-4.36,0.00,-4.36,0.00
2793,-4.36,0.00,-4.36,0.00
2794,-4.36,0.00,-4.36,0.00
2795,-4.36,0.00,-4.36,0.00
2796,-4.36,0.00,-4.36,0.00
2797,-4.36,0.00,-4.36,0.00
2798,-4.36,0.00,-4.36,0.00
2799,-4.36,0.00,-4.36,0.00
2800,-4.36,0.00,-4.36,0.00
2801,-4.36,0.00,-4.36,1.00
2802,-4.36,0.00,-4.36,1.00
2803,-4.36,0.00,-4.36,1.00
2804,-4.36,0.00,-4.36,1.00
2805,-4.36,0.00,-4.36,1.00
2806,-4.36,0.00,-4.36,1.00
2807,-4.36,0.00,-4.36,1.00
2808,-4.36,0.00,-4.36,1.00
2809,-4.36,0.00,-4.36,1.00
2810,-4.36,0.00,-4.36,1.00
2811,-4.36,0.00,-4.36,1.00
2812,-4.36,0.00,-4.36,1.00
2813,-4.36,0.00,-4.36,1.00
2814,-4.36,0.00,-4.36,1.00
2815,-4.36,0.00,-4.36,1.00
2816,-4.36,0.00,-4.36,1.00
2817,-4.36,0.00,-4.36,1.00
2818,-4.36,0.00,-4.36,1.00
2819,-4.36,0.00,-4.36,1.00
2820,-4.36,0.00,-4.36,1.00
2821,-4.36,0.00,-4.36,1.00
2822,-4.36,0.00,-4.36,1.00
2823,-4.36,0.00,-4.36,1.00
2824,-4.36,0.00,-4.36,1.00
2825,-4.36,0.00,-4.36,1.00
2826,-4.36,0.00,-4.36,1.00
2827,-4.36,0.00,-4.36,1.00
2828,-4.36,0.00,-4.36,1.00
2829,-4.36,0.00,-4.36,1.00
2830,-4.36,0.00,-4.36,1.00
2831,-4.36,0.00,-4.36,1.00
2832,-4.36,0.00,-4.36,1.00
2833,-4.36,0.00,-4.36,1.00
2834,-4.36,0.00,-4.36,1.00
2835,-4.36,0.00,-4.36,1.00
2836,-4.36,0.00,-4.36,1.00
2837,-4.36,0.00,-4.36,1.00
2838,-4.36,0.00,-4.36,1.00
2839,-4.36,0.00,-4.36,1.00
2840,-4.36,0.00,-4.36,1.00
2841,-4.36,0.00,-4.36,1.00
2842,-4.36,0.00,-4.36,1.00
2843,-4.36,0.00,-4.36,1.00
2844,-4.36,0.00,-4.36,1.00
2845,-4.36,0.00,-4.36,1.00
2846,-4.36,0.00,-4.36,1.00
2847,-4.36,0.00,-4.36,1.00
2848,-4.36,0.00,-4.36,1.00
2849,-4.36,0.00,-4.36,1.00
2850,-4.36,0.00,-4.36,1.00
2851,-4.36,0.00,-4.36,2.00
2852,-4.36,0.00,-4.36,2.00
2853,-4.36,0.00,-4.36,2.00
2854,-4.36,0.00,-4.36,2.00
2855,-4.36,0.00,-4.36,2.00
2856,-4.36,0.00,-4.36,2.00
2857,-4.36,0.00,-4.36,2.00
2858,-4.36,0.00,-4.36,2.00
2859,-4.36,0.00,-4.36,2.00
2860,-4.36,0.00,-4.36,2.00
2861,-4.36,0.00,-4.36,2.00
2862,-4.36,0.00,-4.36,2.00
2863,-4.36,0.00,-4.36,2.00
2864,-4.36,0.00,-4.36,2.00
2865,-4.36,0.00,-4.36,2.00
2866,-4.36,0.00,-4.36,2.00
2867,-4.36,0.00,-4.36,2.00
2868,-4.36,0.00,-4.36,2.00
2869,-4.36,0.00,-4.36,2.00
2870,-4.36,0.00,-4.36,2.00
2871,-4.36,0.00,-4.36,2.00
2872,-4.36,0.00,-4.36,2.00
2873,-4.36,0.00,-4.36,2.00
2874,-4.36,0.00,-4.36,2.00
2875,-4.36,0.00,-4.36,2.00
2876,-4.36,0.00,-4.36,2.00
2877,-4.36,0.00,-4.36,2.00
2878,-4.36,0.00,-4.36,2.00
2879,-4.36,0.00,-4.36,2.00
2880,-4.36,0.00,-4.36,2.00
2881,-4.36,0.00,-4.36,2.00
2882,-4.36,0.00,-4.36,2.00
2883,-4.36,0.00,-4.36,2.00
2884,-4.36,0.00,-4.36,2.00
2885,-4.36,0.00,-4.36,2.00
2886,-4.36,0.00,-4.36,2.00
2887,-4.36,0.00,-4.36,2.00
2888,-4.36,0.00,-4.36,2.00
2889,-4.36,0.00,-4.36,2.00
2890,-4.36,0.00,-4.36,2.00
2891,-4.36,0.00,-4.36,2.00
2892,-4.36,0.00,-4.36,2.00
2893,-4.36,0.00,-4.36,2.00
2894,-4.36,0.00,-4.36,2.00
2895,-4.36,0.00,-4.36,2.00
2896,-4.36,0.00,-4.36,2.00
2897,-4.36,0.00,-4.36,2.00
2898,-4.36,0.00,-4.36,2.00
2899,-4.36,0.00,-4.36,2.00
2900,-4.36,0.00,-4.36,2.00
2901,-4.36,0.00,-4.36,3.00
2902,-4.36,0.00,-4.36,3.00
2903,-4.36,0.00,-4.36,3.00
2904,-4.36,0.00,-4.36,3.00
2905,-4.36,0.00,-4.36,3.00
2906,-4.36,0.00,-4.36,3.00
2907,-4.36,0.00,-4.36,3.00
2908,-4.36,0.00,-4.36,3.00
2909,-4.36,0.00,-4.36,3.00
2910,-4.36,0.00,-4.36,3.00
2911,-4.36,0.00,-4.36,3.00
2912,-4.36,0.00,-4.36,3.00
2913,-4.36,0.00,-4.36,3.00
2914,-4.36,0.00,-4.36,3.00
2915,-4.36,0.00,-4.36,3.00
2916,-4.36,0.00,-4.36,3.00
2917,-4.36,0.00,-4.36,3.00
2918,-4.36,0.00,-4.36,3.00
2919,-4.36,0.00,-4.36,3.00
2920,-4.36,0.00,-4.36,3.00
2921,-4.36,0.00,-4.36,3.00
2922,-4.36,0.00,-4.36,3.00
2923,-4.36,0.00,-4.36,3.00
2924,-4.36,0.00,-4.36,3.00
2925,-4.36,0.00,-4.36,3.00
2926,-4.36,0.00,-4.36,3.00
2927,-4.36,0.00,-4.36,3.00
2928,-4.36,0.00,-4.36,3.00
2929,-4.36,0.00,-4.36,3.00
2930,-4.36,0.00,-4.36,3.00
2931,-4.36,0.00,-4.36,3.00
2932,-4.36,0.00,-4.36,3.00
2933,-4.36,0.00,-4.36,3.00
2934,-4.36,0.00,-4.36,3.00
2935,-4.36,0.00,-4.36,3.00
2936,-4.36,0.00,-4.36,3.00
2937,-4.36,0.00,-4.36,3.00
2938,-4.36,0.00,-4.36,3.00
2939,-4.36,0.00,-4.36,3.00
2940,-4.36,0.00,-4.36,3.00
2941,-4.36,0.00,-4.36,3.00
2942,-4.36,0.00,-4.36,3.00
2943,-4.36,0.00,-4.36,3.00
2944,-4.36,0.00,-4.36,3.00
2945,-4.36,0.00,-4.36,3.00
2946,-4.36,0.00,-4.36,3.00
2947,-4.36,0.00,-4.36,3.00
2948,-4.36,0.00,-4.36,3.00
2949,-4.36,0.00,-4.36,3.00
2950,-4.36,0.00,-4.36,3.00
2951,-4.36,0.00,-4.36,4.00
2952,-4.36,0.00,-4.36,4.00
2953,-4.36,0.00,-4.36,4.00
2954,-4.36,0.00,-4.36,4.00
2955,-4.36,0.00,-4.36,4.00
2956,-4.36,0.00,-4.36,4.00
2957,-4.36,0.00,-4.36,4.00
2958,-4.36,0.00,-4.36,4.00
2959,-4.36,0.00,-4.36,4.00
2960,-4.36,0.00,-4.36,4.00
2961,-4.36,0.00,-4.36,4.00
2962,-4.36,0.00,-4.36,4.00
2963,-4.36,0.00,-4.36,4.00
2964,-4.36,0.00,-4.36,4.00
2965,-4.36,0.00,-4.36,4.00
2966,-4.36,0.00,-4.36,4.00
2967,-4.36,0.00,-4.36,4.00
2968,-4.36,0.00,-4.36,4.00
2969,-4.36,0.00,-4.36,4.00
2970,-4.36,0.00,-4.36,4.00
2971,-4.36,0.00,-4.36,4.00
2972,-4.36,0.00,-4.36,4.00
2973,-4.36,0.00,-4.36,4.00
2974,-4.36,0.00,-4.36,4.00
2975,-4.36,0.00,-4.36,4.00
2976,-4.36,0.00,-4.36,4.00
2977,-4.36,0.00,-4.36,4.00
2978,-4.36,0.00,-4.36,4.00
2979,-4.36,0.00,-4.36,4.00
2980,-4.36,0.00,-4.36,4.00
2981,-4.36,0.00,-4.36,4.00
2982,-4.36,0.00,-4.36,4.00
2983,-4.36,0.00,-4.36,4.00
2984,-4.36,0.00,-4.36,4.00
2985,-4.36,0.00,-4.36,4.00
2986,-4.36,0.00,-4.36,4.00
2987,-4.36,0.00,-4.36,4.00
2988,-4.36,0.00,-4.36,4.00
2989,-4.36,0.00,-4.36,4.00
2990,-4.36,0.00,-4.36,4.00
2991,-4.36,0.00,-4.36,4.00
2992,-4.36,0.00,-4.36,4.00
2993,-4.36,0.00,-4.36,4.00
2994,-4.36,0.00,-4.36,4.00
2995,-4.36,0.00,-4.36,4.00
2996,-4.36,0.00,-4.36,4.00
2997,-4.36,0.00,-4.36,4.00
2998,-4.36,0.00,-4.36,4.00
2999,-4.36,0.00,-4.36,4.00
3000,-4.36,0.00,-4.36,4.00
3001,-3.85,0.00,-3.85,0.00
3002,-3.85,0.00,-3.85,0.00
3003,-3.85,0.00,-3.85,0.00
3004,-3.85,0.00,-3.85,0.00
3005,-3.85,0.00,-3.85,0.00
3006,-3.85,0.00,-3.85,0.00
3007,-3.85,0.00,-3.85,0.00
3008,-3.85,0.00,-3.85,0.00
3009,-3.85,0.00,-3.85,0.00
3010,-3.85,0.00,-3.85,0.00
3011,-3.85,0.00,-3.85,0.00
3012,-3.85,0.00,-3.85,0.00
3013,-3.85,0.00,-3.85,0.00
3014,-3.85,0.00,-3.85,0.00
3015,-3.85,0.00,-3.85,0.00
3016,-3.85,0.00,-3.85,0.00
3017,-3.85,0.00,-3.85,0.00
3018,-3.85,0.00,-3.85,0.00
3019,-3.85,0.00,-3.85,0.00
3020,-3.85,0.00,-3.85,0.00
3021,-3.85,0.00,-3.85,0.00
3022,-3.85,0.00,-3.85,0.00
3023,-3.85,0.00,-3.85,0.00
3024,-3.85,0.00,-3.85,0.00
3025,-3.85,0.00,-3.85,0.00
3026,-3.85,0.00,-3.85,0.00
3027,-3.85,0.00,-3.85,0.00
3028,-3.85,0.00,-3.85,0.00
3029,-3.85,0.00,-3.85,0.00
3030,-3.85,0.00,-3.85,0.00
3031,-3.85,0.00,-3.85,0.00
3032,-3.85,0.00,-3.85,0.00
3033,-3.85,0.00,-3.85,0.00
3034,-3.85,0.00,-3.85,0.00
3035,-3.85,0.00,-3.85,0.00
3036,-3.85,0.00,-3.85,0.00
3037,-3.85,0.00,-3.85,0.00
3038,-3.85,0.00,-3.85,0.00
3039,-3.85,0.00,-3.85,0.00
3040,-3.85,0.00,-3.85,0.00
3041,-3.85,0.00,-3.85,0.00
3042,-3.85,0.00,-3.85,0.00
3043,-3.85,0.00,-3.85,0.00
3044,-3.85,0.00,-3.85,0.00
3045,-3.85,0.00,-3.85,0.00
3046,-3.85,0.00,-3.85,0.00
3047,-3.85,0.00,-3.85,0.00
3048,-3.85,0.00,-3.85,0.00
3049,-3.85,0.00,-3.85,0.00
3050,-3.85,0.00,-3.85,0.00
3051,-3.85,0.00,-3.85,1.00
3052,-3.85,0.00,-3.85,1.00
3053,-3.85,0.00,-3.85,1.00
3054,-3.85,0.00,-3.85,1.00
3055,-3.85,0.00,-3.85,1.00
3056,-3.85,0.00,-3.85,1.00
3057,-3.85,0.00,-3.85,1.00
3058,-3.85,0.00,-3.85,1.00
3059,-3.85,0.00,-3.85,1.00
3060,-3.85,0.00,-3.85,1.00
3061,-3.85,0.00,-3.85,1.00
3062,-3.85,0.00,-3.85,1.00
3063,-3.85,0.00,-3.85,1.00
3064,-3.85,0.00,-3.85,1.00
3065,-3.85,0.00,-3.85,1.00
3066,-3.85,0.00,-3.85,1.00
3067,-3.85,0.00,-3.85,1.00
3068,-3.85,0.00,-3.85,1.00
3069,-3.85,0.00,-3.85,1.00
3070,-3.85,0.00,-3.85,1.00
3071,-3.85,0.00,-3.85,1.00
3072,-3.85,0.00,-3.85,1.00
3073,-3.85,0.00,-3.85,1.00
3074,-3.85,0.00,-3.85,1.00
3075,-3.85,0.00,-3.85,1.00
3076,-3.85,0.00,-3.85,1.00
3077,-3.85,0.00,-3.85,1.00
3078,-3.85,0.00,-3.85,1.00
3079,-3.85,0.00,-3.85,1.00
3080,-3.85,0.00,-3.85,1.00
3081,-3.85,0.00,-3.85,1.00
3082,-3.85,0.00,-3.85,1.00
3083,-3.85,0.00,-3.85,1.00
3084,-3.85,0.00,-3.85,1.00
3085,-3.85,0.00,-3.85,1.00
3086,-3.85,0.00,-3.85,1.00
3087,-3.85,0.00,-3.85,1.00
3088,-3.85,0.00,-3.85,1.00
3089,-3.85,0.00,-3.85,1.00
3090,-3.85,0.00,-3.85,1.00
3091,-3.85,0.00,-3.85,1.00
3092,-3.85,0.00,-3.85,1.00
3093,-3.85,0.00,-3.85,1.00
3094,-3.85,0.00,-3.85,1.00
3095,-3.85,0.00,-3.85,1.00
3096,-3.85,0.00,-3.85,1.00
3097,-3.85,0.00,-3.85,1.00
3098,-3.85,0.00,-3.85,1.00
3099,-3.85,0.00,-3.85,1.00
3100,-3.85,0.00,-3.85,1.00
3101,-3.85,0.00,-3.85,2.00
3102,-3.85,0.00,-3.85,2.00
3103,-3.85,0.00,-3.85,2.00
3104,-3.85,0.00,-3.85,2.00
3105,-3.85,0.00,-3.85,2.00
3106,-3.85,0.00,-3.85,2.00
3107,-3.85,0.00,-3.85,2.00
3108,-3.85,0.00,-3.85,2.00
3109,-3.85,0.00,-3.85,2.00
3110,-3.85,0.00,-3.85,2.00
3111,-3.85,0.00,-3.85,2.00
3112,-3.85,0.00,-3.85,2.00
3113,-3.85,0.00,-3.85,2.00
3114,-3.85,0.00,-3.85,2.00
3115,-3.85,0.00,-3.85,2.00
3116,-3.85,0.00,-3.85,2.00
3117,-3.85,0.00,-3.85,2.00
3118,-3.85,0.00,-3.85,2.00
3119,-3.85,0.00,-3.85,2.00
3120,-3.85,0.00,-3.85,2.00
3121,-3.85,0.00,-3.85,2.00
3122,-3.85,0.00,-3.85,2.00
3123,-3.85,0.00,-3.85,2.00
3124,-3.85,0.00,-3.85,2.00
3125,-3.85,0.00,-3.85,2.00
3126,-3.85,0.00,-3.85,2.00
3127,-3.85,0.00,-3.85,2.00
3128,-3.85,0.00,-3.85,2.00
3129,-3.85,0.00,-3.85,2.00
3130,-3.85,0.00,-3.85,2.00
3131,-3.85,0.00,-3.85,2.00
3132,-3.85,0.00,-3.85,2.00
3133,-3.85,0.00,-3.85,2.00
3134,-3.85,0.00,-3.85,2.00
3135,-3.85,0.00,-3.85,2.00
3136,-3.85,0.00,-3.85,2.00
3137,-3.85,0.00,-3.85,2.00
3138,-3.85,0.00,-3.85,2.00
3139,-3.85,0.00,-3.85,2.00
3140,-3.85,0.00,-3.85,2.00
3141,-3.85,0.00,-3.85,2.00
3142,-3.85,0.00,-3.85,2.00
3143,-3.85,0.00,-3.85,2.00
3144,-3.85,0.00,-3.85,2.00
3145,-3.85,0.00,-3.85,2.00
3146,-3.85,0.00,-3.85,2.00
3147,-3.85,0.00,-3.85,2.00
3148,-3.85,0.00,-3.85,2.00
3149,-3.85,0.00,-3.85,2.00
3150,-3.85,0.00,-3.85,2.00
3151,-3.85,0.00,-3.85,3.00
3152,-3.85,0.00,-3.85,3.00
3153,-3.85,0.00,-3.85,3.00
3154,-3.85,0.00,-3.85,3.00
3155,-3.85,0.00,-3.85,3.00
3156,-3.85,0.00,-3.85,3.00
3157,-3.85,0.00,-3.85,3.00
3158,-3.85,0.00,-3.85,3.00
3159,-3.85,0.00,-3.85,3.00
3160,-3.85,0.00,-3.85,3.00
3161,-3.85,0.00,-3.85,3.00
3162,-3.85,0.00,-3.85,3.00
3163,-3.85,0.00,-3.85,3.00
3164,-3.85,0.00,-3.85,3.00
3165,-3.85,0.00,-3.85,3.00
3166,-3.85,0.00,-3.85,3.00
3167,-3.85,0.00,-3.85,3.00
3168,-3.85,0.00,-3.85,3.00
3169,-3.85,0.00,-3.85,3.00
3170,-3.85,0.00,-3.85,3.00
3171,-3.85,0.00,-3.85,3.00
3172,-3.85,0.00,-3.85,3.00
3173,-3.85,0.00,-3.85,3.00
3174,-3.85,0.00,-3.85,3.00
3175,-3.85,0.00,-3.85,3.00
3176,-3.85,0.00,-3.85,3.00
3177,-3.85,0.00,-3.85,3.00
3178,-3.85,0.00,-3.85,3.00
3179,-3.85,0.00,-3.85,3.00
3180,-3.85,0.00,-3.85,3.00
3181,-3.85,0.00,-3.85,3.00
3182,-3.85,0.00,-3.85,3.00
3183,-3.85,0.00,-3.85,3.00
3184,-3.85,0.00,-3.85,3.00
3185,-3.85,0.00,-3.85,3.00
3186,-3.85,0.00,-3.85,3.00
3187,-3.85,0.00,-3.85,3.00
3188,-3.85,0.00,-3.85,3.00
3189,-3.85,0.00,-3.85,3.00
3190,-3.85,0.00,-3.85,3.00
3191,-3.85,0.00,-3.85,3.00
3192,-3.85,0.00,-3.85,3.00
3193,-3.85,0.00,-3.85,3.00
3194,-3.85,0.00,-3.85,3.00
3195,-3.85,0.00,-3.85,3.00
3196,-3.85,0.00,-3.85,3.00
3197,-3.85,0.00,-3.85,3.00
3198,-3.85,0.00,-3.85,3.00
3199,-3.85,0.00,-3.85,3.00
3200,-3.85,0.00,-3.85,3.00
3201,-3.85,0.00,-3.85,4.00
3202,-3.85,0.00,-3.85,4.00
3203,-3.85,0.00,-3.85,4.00
3204,-3.85,0.00,-3.85,4.00
3205,-3.85,0.00,-3.85,4.00
3206,-3.85,0.00,-3.85,4.00
3207,-3.85,0.00,-3.85,4.00
3208,-3.85,0.00,-3.85,4.00
3209,-3.85,0.00,-3.85,4.00
3210,-3.85,0.00,-3.85,4.00
3211,-3.85,0.00,-3.85,4.00
3212,-3.85,0.00,-3.85,4.00
3213,-3.85,0.00,-3.85,4.00
3214,-3.85,0.00,-3.85,4.00
3215,-3.85,0.00,-3.85,4.00
3216,-3.85,0.00,-3.85,4.00
3217,-3.85,0.00,-3.85,4.00
3218,-3.85,0.00,-3.85,4.00
3219,-3.85,0.00,-3.85,4.00
3220,-3.85,0.00,-3.85,4.00
3221,-3.85,0.00,-3.85,4.00
3222,-3.85,0.00,-3.85,4.00
3223,-3.85,0.00,-3.85,4.00
3224,-3.85,0.00,-3.85,4.00
3225,-3.85,0.00,-3.85,4.00
3226,-3.85,0.00,-3.85,4.00
3227,-3.85,0.00,-3.85,4.00
3228,-3.85,0.00,-3.85,4.00
3229,-3.85,0.00,-3.85,4.00
3230,-3.85,0.00,-3.85,4.00
3231,-3.85,0.00,-3.85,4.00
3232,-3.85,0.00,-3.85,4.00
3233,-3.85,0.00,-3.85,4.00
3234,-3.85,0.00,-3.85,4.00
3235,-3.85,0.00,-3.85,4.00
3236,-3.85,0.00,-3.85,4.00
3237,-3.85,0.00,-3.85,4.00
3238,-3.85,0.00,-3.85,4.00
3239,-3.85,0.00,-3.85,4.00
3240,-3.85,0.00,-3.85,4.00
3241,-3.85,0.00,-3.85,4.00
3242,-3.85,0.00,-3.85,4.00
3243,-3.85,0.00,-3.85,4.00
3244,-3.85,0.00,-3.85,4.00
3245,-3.85,0.00,-3.85,4.00
3246,-3.85,0.00,-3.85,4.00
3247,-3.85,0.00,-3.85,4.00
3248,-3.85,0.00,-3.85,4.00
3249,-3.85,0.00,-3.85,4.00
3250,-3.85,0.00,-3.85,4.00
3251,-3.33,0.00,-3.33,0.00
3252,-3.33,0.00,-3.33,0.00
3253,-3.33,0.00,-3.33,0.00
3254,-3.33,0.00,-3.33,0.00
3255,-3.33,0.00,-3.33,0.00
3256,-3.33,0.00,-3.33,0.00
3257,-3.33,0.00,-3.33,0.00
3258,-3.33,0.00,-3.33,0.00
3259,-3.33,0.00,-3.33,0.00
3260,-3.33,0.00,-3.33,0.00
3261,-3.33,0.00,-3.33,0.00
3262,-3.33,0.00,-3.33,0.00
3263,-3.33,0.00,-3.33,0.00
3264,-3.33,0.00,-3.33,0.00
3265,-3.33,0.00,-3.33,0.00
3266,-3.33,0.00,-3.33,0.00
3267,-3.33,0.00,-3.33,0.00
3268,-3.33,0.00,-3.33,0.00
3269,-3.33,0.00,-3.33,0.00
3270,-3.33,0.00,-3.33,0.00
3271,-3.33,0.00,-3.33,0.00
3272,-3.33,0.00,-3.33,0.00
3273,-3.33,0.00,-3.33,0.00
3274,-3.33,0.00,-3.33,0.00
3275,-3.33,0.00,-3.33,0.00
3276,-3.33,0.00,-3.33,0.00
3277,-3.33,0.00,-3.33,0.00
3278,-3.33,0.00,-3.33,0.00
3279,-3.33,0.00,-3.33,0.00
3280,-3.33,0.00,-3.33,0.00
3281,-3.33,0.00,-3.33,0.00
3282,-3.33,0.00,-3.33,0.00
3283,-3.33,0.00,-3.33,0.00
3284,-3.33,0.00,-3.33,0.00
3285,-3.33,0.00,-3.33,0.00
3286,-3.33,0.00,-3.33,0.00
3287,-3.33,0.00,-3.33,0.00
3288,-3.33,0.00,-3.33,0.00
3289,-3.33,0.00,-3.33,0.00
3290,-3.33,0.00,-3.33,0.00
3291,-3.33,0.00,-3.33,0.00
3292,-3.33,0.00,-3.33,0.00
3293,-3.33,0.00,-3.33,0.00
3294,-3.33,0.00,-3.33,0.00
3295,-3.33,0.00,-3.33,0.00
3296,-3.33,0.00,-3.33,0.00
3297,-3.33,0.00,-3.33,0.00
3298,-3.33,0.00,-3.33,0.00
3299,-3.33,0.00,-3.33,0.00
3300,-3.33,0.00,-3.33,0.00
3301,-3.33,0.00,-3.33,1.00
3302,-3.33,0.00,-3.33,1.00
3303,-3.33,0.00,-3.33,1.00
3304,-3.33,0.00,-3.33,1.00
3305,-3.33,0.00,-3.33,1.00
3306,-3.33,0.00,-3.33,1.00
3307,-3.33,0.00,-3.33,1.00
3308,-3.33,0.00,-3.33,1.00
3309,-3.33,0.00,-3.33,1.00
3310,-3.33,0.00,-3.33,1.00
3311,-3.33,0.00,-3.33,1.00
3312,-3.33,0.00,-3.33,1.00
3313,-3.33,0.00,-3.33,1.00
3314,-3.33,0.00,-3.33,1.00
3315,-3.33,0.00,-3.33,1.00
3316,-3.33,0.00,-3.33,1.00
3317,-3.33,0.00,-3.33,1.00
3318,-3.33,0.00,-3.33,1.00
3319,-3.33,0.00,-3.33,1.00
3320,-3.33,0.00,-3.33,1.00
3321,-3.33,0.00,-3.33,1.00
3322,-3.33,0.00,-3.33,1.00
3323,-3.33,0.00,-3.33,1.00
3324,-3.33,0.00,-3.33,1.00
3325,-3.33,0.00,-3.33,1.00
3326,-3.33,0.00,-3.33,1.00
3327,-3.33,0.00,-3.33,1.00
3328,-3.33,0.00,-3.33,1.00
3329,-3.33,0.00,-3.33,1.00
3330,-3.33,0.00,-3.33,1.00
3331,-3.33,0.00,-3.33,1.00
3332,-3.33,0.00,-3.33,1.00
3333,-3.33,0.00,-3.33,1.00
3334,-3.33,0.00,-3.33,1.00
3335,-3.33,0.00,-3.33,1.00
3336,-3.33,0.00,-3.33,1.00
3337,-3.33,0.00,-3.33,1.00
3338,-3.33,0.00,-3.33,1.00
3339,-3.33,0.00,-3.33,1.00
3340,-3.33,0.00,-3.33,1.00
3341,-3.33,0.00,-3.33,1.00
3342,-3.33,0.00,-3.33,1.00
3343,-3.33,0.00,-3.33,1.00
3344,-3.33,0.00,-3.33,1.00
3345,-3.33,0.00,-3.33,1.00
3346,-3.33,0.00,-3.33,1.00
3347,-3.33,0.00,-3.33,1.00
3348,-3.33,0.00,-3.33,1.00
3349,-3.33,0.00,-3.33,1.00
3350,-3.33,0.00,-3.33,1.00
3351,-3.33,0.00,-3.33,2.00
3352,-3.33,0.00,-3.33,2.00
3353,-3.33,0.00,-3.33,2.00
3354,-3.33,0.00,-3.33,2.00
3355,-3.33,0.00,-3.33,2.00
3356,-3.33,0.00,-3.33,2.00
3357,-3.33,0.00,-3.33,2.00
3358,-3.33,0.00,-3.33,2.00
3359,-3.33,0.00,-3.33,2.00
3360,-3.33,0.00,-3.33,2.00
3361,-3.33,0.00,-3.33,2.00
3362,-3.33,0.00,-3.33,2.00
