Trial,S1_val,S1_std,S2_val,S2_std,Decision (S1>S2)
20956,-4.75,0,-4.75,2,0
20957,-4.75,0,-4.75,2,0
20958,-4.75,0,-4.75,2,0
20959,-4.75,0,-4.75,2,0
20960,-4.75,0,-4.75,2,0
20961,-4.75,0,-4.75,2,0
20962,-4.75,0,-4.75,2,0
20963,-4.75,0,-4.75,2,0
20964,-4.75,0,-4.75,2,0
20965,-4.75,0,-4.75,2,0
20966,-4.75,0,-4.75,2,0
20967,-4.75,0,-4.75,2,0
20968,-4.75,0,-4.75,2,0
20969,-4.75,0,-4.75,2,0
20970,-4.75,0,-4.75,2,0
20971,-4.75,0,-4.75,2,0
20972,-4.75,0,-4.75,2,0
20973,-4.75,0,-4.75,2,0
20974,-4.75,0,-4.75,2,0
20975,-4.75,0,-4.75,2,0
20976,-4.75,0,-4.75,2,0
20977,-4.75,0,-4.75,2,0
20978,-4.75,0,-4.75,2,0
20979,-4.75,0,-4.75,2,0
20980,-4.75,0,-4.75,2,0
20981,-4.75,0,-4.75,2,0
20982,-4.75,0,-4.75,2,0
20983,-4.75,0,-4.75,2,0
20984,-4.75,0,-4.75,2,0
20985,-4.75,0,-4.75,2,0
20986,-4.75,0,-4.75,2,0
20987,-4.75,0,-4.75,2,0
20988,-4.75,0,-4.75,2,0
20989,-4.75,0,-4.75,2,0
20990,-4.75,0,-4.75,2,0
20991,-4.75,0,-4.75,2,0
20992,-4.75,0,-4.75,2,0
20993,-4.75,0,-4.75,2,0
20994,-4.75,0,-4.75,2,0
20995,-4.75,0,-4.75,2,0
20996,-4.75,0,-4.75,2,0
20997,-4.75,0,-4.75,2,0
20998,-4.75,0,-4.75,2,0
20999,-4.75,0,-4.75,2,0
21000,-4.75,0,-4.75,2,0
21001,-4.75,0,-4.75,3,0
21002,-4.75,0,-4.75,3,0
21003,-4.75,0,-4.75,3,0
21004,-4.75,0,-4.75,3,0
21005,-4.75,0,-4.75,3,0
21006,-4.75,0,-4.75,3,0
21007,-4.75,0,-4.75,3,0
21008,-4.75,0,-4.75,3,0
21009,-4.75,0,-4.75,3,0
21010,-4.75,0,-4.75,3,0
21011,-4.75,0,-4.75,3,0
21012,-4.75,0,-4.75,3,0
21013,-4.75,0,-4.75,3,0
21014,-4.75,0,-4.75,3,0
21015,-4.75,0,-4.75,3,0
21016,-4.75,0,-4.75,3,0
21017,-4.75,0,-4.75,3,0
21018,-4.75,0,-4.75,3,0
21019,-4.75,0,-4.75,3,0
21020,-4.75,0,-4.75,3,0
21021,-4.75,0,-4.75,3,0
21022,-4.75,0,-4.75,3,0
21023,-4.75,0,-4.75,3,0
21024,-4.75,0,-4.75,3,0
21025,-4.75,0,-4.75,3,0
21026,-4.75,0,-4.75,3,0
21027,-4.75,0,-4.75,3,0
21028,-4.75,0,-4.75,3,0
21029,-4.75,0,-4.75,3,0
21030,-4.75,0,-4.75,3,0
21031,-4.75,0,-4.75,3,0
21032,-4.75,0,-4.75,3,0
21033,-4.75,0,-4.75,3,0
21034,-4.75,0,-4.75,3,0
21035,-4.75,0,-4.75,3,0
21036,-4.75,0,-4.75,3,0
21037,-4.75,0,-4.75,3,0
21038,-4.75,0,-4.75,3,0
21039,-4.75,0,-4.75,3,0
21040,-4.75,0,-4.75,3,0
21041,-4.75,0,-4.75,3,0
21042,-4.75,0,-4.75,3,0
21043,-4.75,0,-4.75,3,0
21044,-4.75,0,-4.75,3,0
21045,-4.75,0,-4.75,3,0
21046,-4.75,0,-4.75,3,0
21047,-4.75,0,-4.75,3,0
21048,-4.75,0,-4.75,3,0
21049,-4.75,0,-4.75,3,0
21050,-4.75,0,-4.75,3,0
21051,-4.75,0,-4.75,3,0
21052,-4.75,0,-4.75,3,0
21053,-4.75,0,-4.75,3,0
21054,-4.75,0,-4.75,3,0
21055,-4.75,0,-4.75,3,0
21056,-4.75,0,-4.75,3,0
21057,-4.75,0,-4.75,3,0
21058,-4.75,0,-4.75,3,0
21059,-4.75,0,-4.75,3,0
21060,-4.75,0,-4.75,3,0
21061,-4.75,0,-4.75,3,0
21062,-4.75,0,-4.75,3,0
21063,-4.75,0,-4.75,3,0
21064,-4.75,0,-4.75,3,0
21065,-4.75,0,-4.75,3,0
21066,-4.75,0,-4.75,3,0
21067,-4.75,0,-4.75,3,0
21068,-4.75,0,-4.75,3,0
21069,-4.75,0,-4.75,3,0
21070,-4.75,0,-4.75,3,0
21071,-4.75,0,-4.75,3,0
21072,-4.75,0,-4.75,3,0
21073,-4.75,0,-4.75,3,0
21074,-4.75,0,-4.75,3,0
21075,-4.75,0,-4.75,3,0
21076,-4.75,0,-4.75,3,0
21077,-4.75,0,-4.75,3,0
21078,-4.75,0,-4.75,3,0
21079,-4.75,0,-4.75,3,0
21080,-4.75,0,-4.75,3,0
21081,-4.75,0,-4.75,3,0
21082,-4.75,0,-4.75,3,0
21083,-4.75,0,-4.75,3,0
21084,-4.75,0,-4.75,3,0
21085,-4.75,0,-4.75,3,0
21086,-4.75,0,-4.75,3,0
21087,-4.75,0,-4.75,3,0
21088,-4.75,0,-4.75,3,0
21089,-4.75,0,-4.75,3,0
21090,-4.75,0,-4.75,3,0
21091,-4.75,0,-4.75,3,0
21092,-4.75,0,-4.75,3,0
21093,-4.75,0,-4.75,3,0
21094,-4.75,0,-4.75,3,0
21095,-4.75,0,-4.75,3,0
21096,-4.75,0,-4.75,3,0
21097,-4.75,0,-4.75,3,0
21098,-4.75,0,-4.75,3,0
21099,-4.75,0,-4.75,3,0
21100,-4.75,0,-4.75,3,0
21101,-4.75,0,-4.75,4,0
21102,-4.75,0,-4.75,4,0
21103,-4.75,0,-4.75,4,0
21104,-4.75,0,-4.75,4,0
21105,-4.75,0,-4.75,4,0
21106,-4.75,0,-4.75,4,0
21107,-4.75,0,-4.75,4,0
21108,-4.75,0,-4.75,4,0
21109,-4.75,0,-4.75,4,0
21110,-4.75,0,-4.75,4,0
21111,-4.75,0,-4.75,4,0
21112,-4.75,0,-4.75,4,0
21113,-4.75,0,-4.75,4,0
21114,-4.75,0,-4.75,4,0
21115,-4.75,0,-4.75,4,0
21116,-4.75,0,-4.75,4,0
21117,-4.75,0,-4.75,4,0
21118,-4.75,0,-4.75,4,0
21119,-4.75,0,-4.75,4,0
21120,-4.75,0,-4.75,4,0
21121,-4.75,0,-4.75,4,0
21122,-4.75,0,-4.75,4,0
21123,-4.75,0,-4.75,4,0
21124,-4.75,0,-4.75,4,0
21125,-4.75,0,-4.75,4,0
21126,-4.75,0,-4.75,4,0
21127,-4.75,0,-4.75,4,0
21128,-4.75,0,-4.75,4,0
21129,-4.75,0,-4.75,4,0
21130,-4.75,0,-4.75,4,0
21131,-4.75,0,-4.75,4,0
21132,-4.75,0,-4.75,4,0
21133,-4.75,0,-4.75,4,0
21134,-4.75,0,-4.75,4,0
21135,-4.75,0,-4.75,4,0
21136,-4.75,0,-4.75,4,0
21137,-4.75,0,-4.75,4,0
21138,-4.75,0,-4.75,4,0
21139,-4.75,0,-4.75,4,0
21140,-4.75,0,-4.75,4,0
21141,-4.75,0,-4.75,4,0
21142,-4.75,0,-4.75,4,0
21143,-4.75,0,-4.75,4,0
21144,-4.75,0,-4.75,4,0
21145,-4.75,0,-4.75,4,0
21146,-4.75,0,-4.75,4,0
21147,-4.75,0,-4.75,4,0
21148,-4.75,0,-4.75,4,0
21149,-4.75,0,-4.75,4,0
21150,-4.75,0,-4.75,4,0
21151,-4.75,0,-4.75,4,0
21152,-4.75,0,-4.75,4,0
21153,-4.75,0,-4.75,4,0
21154,-4.75,0,-4.75,4,0
21155,-4.75,0,-4.75,4,0
21156,-4.75,0,-4.75,4,0
21157,-4.75,0,-4.75,4,0
21158,-4.75,0,-4.75,4,0
21159,-4.75,0,-4.75,4,0
21160,-4.75,0,-4.75,4,0
21161,-4.75,0,-4.75,4,0
21162,-4.75,0,-4.75,4,0
21163,-4.75,0,-4.75,4,0
21164,-4.75,0,-4.75,4,0
21165,-4.75,0,-4.75,4,0
21166,-4.75,0,-4.75,4,0
21167,-4.75,0,-4.75,4,0
21168,-4.75,0,-4.75,4,0
21169,-4.75,0,-4.75,4,0
21170,-4.75,0,-4.75,4,0
21171,-4.75,0,-4.75,4,0
21172,-4.75,0,-4.75,4,0
21173,-4.75,0,-4.75,4,0
21174,-4.75,0,-4.75,4,0
21175,-4.75,0,-4.75,4,0
21176,-4.75,0,-4.75,4,0
21177,-4.75,0,-4.75,4,0
21178,-4.75,0,-4.75,4,0
21179,-4.75,0,-4.75,4,0
21180,-4.75,0,-4.75,4,0
21181,-4.75,0,-4.75,4,0
21182,-4.75,0,-4.75,4,0
21183,-4.75,0,-4.75,4,0
21184,-4.75,0,-4.75,4,0
21185,-4.75,0,-4.75,4,0
21186,-4.75,0,-4.75,4,0
21187,-4.75,0,-4.75,4,0
21188,-4.75,0,-4.75,4,0
21189,-4.75,0,-4.75,4,0
21190,-4.75,0,-4.75,4,0
21191,-4.75,0,-4.75,4,0
21192,-4.75,0,-4.75,4,0
21193,-4.75,0,-4.75,4,0
21194,-4.75,0,-4.75,4,0
21195,-4.75,0,-4.75,4,0
21196,-4.75,0,-4.75,4,0
21197,-4.75,0,-4.75,4,0
21198,-4.75,0,-4.75,4,0
21199,-4.75,0,-4.75,4,0
21200,-4.75,0,-4.75,4,0
21201,-4.75,0,-4.75,5,0
21202,-4.75,0,-4.75,5,0
21203,-4.75,0,-4.75,5,0
21204,-4.75,0,-4.75,5,0
21205,-4.75,0,-4.75,5,0
21206,-4.75,0,-4.75,5,0
21207,-4.75,0,-4.75,5,0
21208,-4.75,0,-4.75,5,0
21209,-4.75,0,-4.75,5,0
21210,-4.75,0,-4.75,5,0
21211,-4.75,0,-4.75,5,0
21212,-4.75,0,-4.75,5,0
21213,-4.75,0,-4.75,5,0
21214,-4.75,0,-4.75,5,0
21215,-4.75,0,-4.75,5,0
21216,-4.75,0,-4.75,5,0
21217,-4.75,0,-4.75,5,0
21218,-4.75,0,-4.75,5,0
21219,-4.75,0,-4.75,5,0
21220,-4.75,0,-4.75,5,0
21221,-4.75,0,-4.75,5,0
21222,-4.75,0,-4.75,5,0
21223,-4.75,0,-4.75,5,0
21224,-4.75,0,-4.75,5,0
21225,-4.75,0,-4.75,5,0
21226,-4.75,0,-4.75,5,0
21227,-4.75,0,-4.75,5,0
21228,-4.75,0,-4.75,5,0
21229,-4.75,0,-4.75,5,0
21230,-4.75,0,-4.75,5,0
21231,-4.75,0,-4.75,5,0
21232,-4.75,0,-4.75,5,0
21233,-4.75,0,-4.75,5,0
21234,-4.75,0,-4.75,5,0
21235,-4.75,0,-4.75,5,0
21236,-4.75,0,-4.75,5,0
21237,-4.75,0,-4.75,5,0
21238,-4.75,0,-4.75,5,0
21239,-4.75,0,-4.75,5,0
21240,-4.75,0,-4.75,5,0
21241,-4.75,0,-4.75,5,0
21242,-4.75,0,-4.75,5,0
21243,-4.75,0,-4.75,5,0
21244,-4.75,0,-4.75,5,0
21245,-4.75,0,-4.75,5,0
21246,-4.75,0,-4.75,5,0
21247,-4.75,0,-4.75,5,0
21248,-4.75,0,-4.75,5,0
21249,-4.75,0,-4.75,5,0
21250,-4.75,0,-4.75,5,0
21251,-4.75,0,-4.75,5,0
21252,-4.75,0,-4.75,5,0
21253,-4.75,0,-4.75,5,0
21254,-4.75,0,-4.75,5,0
21255,-4.75,0,-4.75,5,0
21256,-4.75,0,-4.75,5,0
21257,-4.75,0,-4.75,5,0
21258,-4.75,0,-4.75,5,0
21259,-4.75,0,-4.75,5,0
21260,-4.75,0,-4.75,5,0
21261,-4.75,0,-4.75,5,0
21262,-4.75,0,-4.75,5,0
21263,-4.75,0,-4.75,5,0
21264,-4.75,0,-4.75,5,0
21265,-4.75,0,-4.75,5,0
21266,-4.75,0,-4.75,5,0
21267,-4.75,0,-4.75,5,0
21268,-4.75,0,-4.75,5,0
21269,-4.75,0,-4.75,5,0
21270,-4.75,0,-4.75,5,0
21271,-4.75,0,-4.75,5,0
21272,-4.75,0,-4.75,5,0
21273,-4.75,0,-4.75,5,0
21274,-4.75,0,-4.75,5,0
21275,-4.75,0,-4.75,5,0
21276,-4.75,0,-4.75,5,0
21277,-4.75,0,-4.75,5,0
21278,-4.75,0,-4.75,5,0
21279,-4.75,0,-4.75,5,0
21280,-4.75,0,-4.75,5,0
21281,-4.75,0,-4.75,5,0
21282,-4.75,0,-4.75,5,0
21283,-4.75,0,-4.75,5,0
21284,-4.75,0,-4.75,5,0
21285,-4.75,0,-4.75,5,0
21286,-4.75,0,-4.75,5,0
21287,-4.75,0,-4.75,5,0
21288,-4.75,0,-4.75,5,0
21289,-4.75,0,-4.75,5,0
21290,-4.75,0,-4.75,5,0
21291,-4.75,0,-4.75,5,0
21292,-4.75,0,-4.75,5,0
21293,-4.75,0,-4.75,5,0
21294,-4.75,0,-4.75,5,0
21295,-4.75,0,-4.75,5,0
21296,-4.75,0,-4.75,5,0
21297,-4.75,0,-4.75,5,0
21298,-4.75,0,-4.75,5,0
21299,-4.75,0,-4.75,5,0
21300,-4.75,0,-4.75,5,0
21301,-4.75,0,-4.75,6,0
21302,-4.75,0,-4.75,6,0
21303,-4.75,0,-4.75,6,0
21304,-4.75,0,-4.75,6,0
21305,-4.75,0,-4.75,6,0
21306,-4.75,0,-4.75,6,0
21307,-4.75,0,-4.75,6,0
21308,-4.75,0,-4.75,6,0
21309,-4.75,0,-4.75,6,0
21310,-4.75,0,-4.75,6,0
21311,-4.75,0,-4.75,6,0
21312,-4.75,0,-4.75,6,0
21313,-4.75,0,-4.75,6,0
21314,-4.75,0,-4.75,6,0
21315,-4.75,0,-4.75,6,0
21316,-4.75,0,-4.75,6,0
21317,-4.75,0,-4.75,6,0
21318,-4.75,0,-4.75,6,0
21319,-4.75,0,-4.75,6,0
21320,-4.75,0,-4.75,6,0
21321,-4.75,0,-4.75,6,0
21322,-4.75,0,-4.75,6,0
21323,-4.75,0,-4.75,6,0
21324,-4.75,0,-4.75,6,0
21325,-4.75,0,-4.75,6,0
21326,-4.75,0,-4.75,6,0
21327,-4.75,0,-4.75,6,0
21328,-4.75,0,-4.75,6,0
21329,-4.75,0,-4.75,6,0
21330,-4.75,0,-4.75,6,0
21331,-4.75,0,-4.75,6,0
21332,-4.75,0,-4.75,6,0
21333,-4.75,0,-4.75,6,0
21334,-4.75,0,-4.75,6,0
21335,-4.75,0,-4.75,6,0
21336,-4.75,0,-4.75,6,0
21337,-4.75,0,-4.75,6,0
21338,-4.75,0,-4.75,6,0
21339,-4.75,0,-4.75,6,0
21340,-4.75,0,-4.75,6,0
21341,-4.75,0,-4.75,6,0
21342,-4.75,0,-4.75,6,0
21343,-4.75,0,-4.75,6,0
21344,-4.75,0,-4.75,6,0
21345,-4.75,0,-4.75,6,0
21346,-4.75,0,-4.75,6,0
21347,-4.75,0,-4.75,6,0
21348,-4.75,0,-4.75,6,0
21349,-4.75,0,-4.75,6,0
21350,-4.75,0,-4.75,6,0
21351,-4.75,0,-4.75,6,0
21352,-4.75,0,-4.75,6,0
21353,-4.75,0,-4.75,6,0
21354,-4.75,0,-4.75,6,0
21355,-4.75,0,-4.75,6,0
21356,-4.75,0,-4.75,6,0
21357,-4.75,0,-4.75,6,0
21358,-4.75,0,-4.75,6,0
21359,-4.75,0,-4.75,6,0
21360,-4.75,0,-4.75,6,0
21361,-4.75,0,-4.75,6,0
21362,-4.75,0,-4.75,6,0
21363,-4.75,0,-4.75,6,0
21364,-4.75,0,-4.75,6,0
21365,-4.75,0,-4.75,6,0
21366,-4.75,0,-4.75,6,0
21367,-4.75,0,-4.75,6,0
21368,-4.75,0,-4.75,6,0
21369,-4.75,0,-4.75,6,0
21370,-4.75,0,-4.75,6,0
21371,-4.75,0,-4.75,6,0
21372,-4.75,0,-4.75,6,0
21373,-4.75,0,-4.75,6,0
21374,-4.75,0,-4.75,6,0
21375,-4.75,0,-4.75,6,0
21376,-4.75,0,-4.75,6,0
21377,-4.75,0,-4.75,6,0
21378,-4.75,0,-4.75,6,0
21379,-4.75,0,-4.75,6,0
21380,-4.75,0,-4.75,6,0
21381,-4.75,0,-4.75,6,0
21382,-4.75,0,-4.75,6,0
21383,-4.75,0,-4.75,6,0
21384,-4.75,0,-4.75,6,0
21385,-4.75,0,-4.75,6,0
21386,-4.75,0,-4.75,6,0
21387,-4.75,0,-4.75,6,0
21388,-4.75,0,-4.75,6,0
21389,-4.75,0,-4.75,6,0
21390,-4.75,0,-4.75,6,0
21391,-4.75,0,-4.75,6,0
21392,-4.75,0,-4.75,6,0
21393,-4.75,0,-4.75,6,0
21394,-4.75,0,-4.75,6,0
21395,-4.75,0,-4.75,6,0
21396,-4.75,0,-4.75,6,0
21397,-4.75,0,-4.75,6,0
21398,-4.75,0,-4.75,6,0
21399,-4.75,0,-4.75,6,0
21400,-4.75,0,-4.75,6,0
21401,-4.75,0,-4.75,7,0
21402,-4.75,0,-4.75,7,0
21403,-4.75,0,-4.75,7,0
21404,-4.75,0,-4.75,7,0
21405,-4.75,0,-4.75,7,0
21406,-4.75,0,-4.75,7,0
21407,-4.75,0,-4.75,7,0
21408,-4.75,0,-4.75,7,0
21409,-4.75,0,-4.75,7,0
21410,-4.75,0,-4.75,7,0
21411,-4.75,0,-4.75,7,0
21412,-4.75,0,-4.75,7,0
21413,-4.75,0,-4.75,7,0
21414,-4.75,0,-4.75,7,0
21415,-4.75,0,-4.75,7,0
21416,-4.75,0,-4.75,7,0
21417,-4.75,0,-4.75,7,0
21418,-4.75,0,-4.75,7,0
21419,-4.75,0,-4.75,7,0
21420,-4.75,0,-4.75,7,0
21421,-4.75,0,-4.75,7,0
21422,-4.75,0,-4.75,7,0
21423,-4.75,0,-4.75,7,0
21424,-4.75,0,-4.75,7,0
21425,-4.75,0,-4.75,7,0
21426,-4.75,0,-4.75,7,0
21427,-4.75,0,-4.75,7,0
21428,-4.75,0,-4.75,7,0
21429,-4.75,0,-4.75,7,0
21430,-4.75,0,-4.75,7,0
21431,-4.75,0,-4.75,7,0
21432,-4.75,0,-4.75,7,0
21433,-4.75,0,-4.75,7,0
21434,-4.75,0,-4.75,7,0
21435,-4.75,0,-4.75,7,0
21436,-4.75,0,-4.75,7,0
21437,-4.75,0,-4.75,7,0
21438,-4.75,0,-4.75,7,0
21439,-4.75,0,-4.75,7,0
21440,-4.75,0,-4.75,7,0
21441,-4.75,0,-4.75,7,0
21442,-4.75,0,-4.75,7,0
21443,-4.75,0,-4.75,7,0
21444,-4.75,0,-4.75,7,0
21445,-4.75,0,-4.75,7,0
21446,-4.75,0,-4.75,7,0
21447,-4.75,0,-4.75,7,0
21448,-4.75,0,-4.75,7,0
21449,-4.75,0,-4.75,7,0
21450,-4.75,0,-4.75,7,0
21451,-4.75,0,-4.75,7,0
21452,-4.75,0,-4.75,7,0
21453,-4.75,0,-4.75,7,0
21454,-4.75,0,-4.75,7,0
21455,-4.75,0,-4.75,7,0
21456,-4.75,0,-4.75,7,0
21457,-4.75,0,-4.75,7,0
21458,-4.75,0,-4.75,7,0
21459,-4.75,0,-4.75,7,0
21460,-4.75,0,-4.75,7,0
21461,-4.75,0,-4.75,7,0
21462,-4.75,0,-4.75,7,0
21463,-4.75,0,-4.75,7,0
21464,-4.75,0,-4.75,7,0
21465,-4.75,0,-4.75,7,0
21466,-4.75,0,-4.75,7,0
21467,-4.75,0,-4.75,7,0
21468,-4.75,0,-4.75,7,0
21469,-4.75,0,-4.75,7,0
21470,-4.75,0,-4.75,7,0
21471,-4.75,0,-4.75,7,0
21472,-4.75,0,-4.75,7,0
21473,-4.75,0,-4.75,7,0
21474,-4.75,0,-4.75,7,0
21475,-4.75,0,-4.75,7,0
21476,-4.75,0,-4.75,7,0
21477,-4.75,0,-4.75,7,0
21478,-4.75,0,-4.75,7,0
21479,-4.75,0,-4.75,7,0
21480,-4.75,0,-4.75,7,0
21481,-4.75,0,-4.75,7,0
21482,-4.75,0,-4.75,7,0
21483,-4.75,0,-4.75,7,0
21484,-4.75,0,-4.75,7,0
21485,-4.75,0,-4.75,7,0
21486,-4.75,0,-4.75,7,0
21487,-4.75,0,-4.75,7,0
21488,-4.75,0,-4.75,7,0
21489,-4.75,0,-4.75,7,0
21490,-4.75,0,-4.75,7,0
21491,-4.75,0,-4.75,7,0
21492,-4.75,0,-4.75,7,0
21493,-4.75,0,-4.75,7,0
21494,-4.75,0,-4.75,7,0
21495,-4.75,0,-4.75,7,0
21496,-4.75,0,-4.75,7,0
21497,-4.75,0,-4.75,7,0
21498,-4.75,0,-4.75,7,0
21499,-4.75,0,-4.75,7,0
21500,-4.75,0,-4.75,7,0
21501,-4.75,0,-4.75,8,0
21502,-4.75,0,-4.75,8,0
21503,-4.75,0,-4.75,8,0
21504,-4.75,0,-4.75,8,0
21505,-4.75,0,-4.75,8,0
21506,-4.75,0,-4.75,8,0
21507,-4.75,0,-4.75,8,0
21508,-4.75,0,-4.75,8,0
21509,-4.75,0,-4.75,8,0
21510,-4.75,0,-4.75,8,0
21511,-4.75,0,-4.75,8,0
21512,-4.75,0,-4.75,8,0
21513,-4.75,0,-4.75,8,0
21514,-4.75,0,-4.75,8,0
21515,-4.75,0,-4.75,8,0
21516,-4.75,0,-4.75,8,0
21517,-4.75,0,-4.75,8,0
21518,-4.75,0,-4.75,8,0
21519,-4.75,0,-4.75,8,0
21520,-4.75,0,-4.75,8,0
21521,-4.75,0,-4.75,8,0
21522,-4.75,0,-4.75,8,0
21523,-4.75,0,-4.75,8,0
21524,-4.75,0,-4.75,8,0
21525,-4.75,0,-4.75,8,0
21526,-4.75,0,-4.75,8,0
21527,-4.75,0,-4.75,8,0
21528,-4.75,0,-4.75,8,0
21529,-4.75,0,-4.75,8,0
21530,-4.75,0,-4.75,8,0
21531,-4.75,0,-4.75,8,0
21532,-4.75,0,-4.75,8,0
21533,-4.75,0,-4.75,8,0
21534,-4.75,0,-4.75,8,0
21535,-4.75,0,-4.75,8,0
21536,-4.75,0,-4.75,8,0
21537,-4.75,0,-4.75,8,0
21538,-4.75,0,-4.75,8,0
21539,-4.75,0,-4.75,8,0
21540,-4.75,0,-4.75,8,0
21541,-4.75,0,-4.75,8,0
21542,-4.75,0,-4.75,8,0
21543,-4.75,0,-4.75,8,0
21544,-4.75,0,-4.75,8,0
21545,-4.75,0,-4.75,8,0
21546,-4.75,0,-4.75,8,0
21547,-4.75,0,-4.75,8,0
21548,-4.75,0,-4.75,8,0
21549,-4.75,0,-4.75,8,0
21550,-4.75,0,-4.75,8,0
21551,-4.75,0,-4.75,8,0
21552,-4.75,0,-4.75,8,0
21553,-4.75,0,-4.75,8,0
21554,-4.75,0,-4.75,8,0
21555,-4.75,0,-4.75,8,0
21556,-4.75,0,-4.75,8,0
21557,-4.75,0,-4.75,8,0
21558,-4.75,0,-4.75,8,0
21559,-4.75,0,-4.75,8,0
21560,-4.75,0,-4.75,8,0
21561,-4.75,0,-4.75,8,0
21562,-4.75,0,-4.75,8,0
21563,-4.75,0,-4.75,8,0
21564,-4.75,0,-4.75,8,0
21565,-4.75,0,-4.75,8,0
21566,-4.75,0,-4.75,8,0
21567,-4.75,0,-4.75,8,0
21568,-4.75,0,-4.75,8,0
21569,-4.75,0,-4.75,8,0
21570,-4.75,0,-4.75,8,0
21571,-4.75,0,-4.75,8,0
21572,-4.75,0,-4.75,8,0
21573,-4.75,0,-4.75,8,0
21574,-4.75,0,-4.75,8,0
21575,-4.75,0,-4.75,8,0
21576,-4.75,0,-4.75,8,0
21577,-4.75,0,-4.75,8,0
21578,-4.75,0,-4.75,8,0
21579,-4.75,0,-4.75,8,0
21580,-4.75,0,-4.75,8,0
21581,-4.75,0,-4.75,8,0
21582,-4.75,0,-4.75,8,0
21583,-4.75,0,-4.75,8,0
21584,-4.75,0,-4.75,8,0
21585,-4.75,0,-4.75,8,0
21586,-4.75,0,-4.75,8,0
21587,-4.75,0,-4.75,8,0
21588,-4.75,0,-4.75,8,0
21589,-4.75,0,-4.75,8,0
21590,-4.75,0,-4.75,8,0
21591,-4.75,0,-4.75,8,0
21592,-4.75,0,-4.75,8,0
21593,-4.75,0,-4.75,8,0
21594,-4.75,0,-4.75,8,0
21595,-4.75,0,-4.75,8,0
21596,-4.75,0,-4.75,8,0
21597,-4.75,0,-4.75,8,0
21598,-4.75,0,-4.75,8,0
21599,-4.75,0,-4.75,8,0
21600,-4.75,0,-4.75,8,0
21601,-4.55,0,-4.55,1,0
21602,-4.55,0,-4.55,1,0
21603,-4.55,0,-4.55,1,0
21604,-4.55,0,-4.55,1,0
21605,-4.55,0,-4.55,1,0
21606,-4.55,0,-4.55,1,0
21607,-4.55,0,-4.55,1,0
21608,-4.55,0,-4.55,1,0
21609,-4.55,0,-4.55,1,0
21610,-4.55,0,-4.55,1,0
21611,-4.55,0,-4.55,1,0
21612,-4.55,0,-4.55,1,0
21613,-4.55,0,-4.55,1,0
21614,-4.55,0,-4.55,1,0
21615,-4.55,0,-4.55,1,0
21616,-4.55,0,-4.55,1,0
21617,-4.55,0,-4.55,1,0
21618,-4.55,0,-4.55,1,0
21619,-4.55,0,-4.55,1,0
21620,-4.55,0,-4.55,1,0
21621,-4.55,0,-4.55,1,0
21622,-4.55,0,-4.55,1,0
21623,-4.55,0,-4.55,1,0
21624,-4.55,0,-4.55,1,0
21625,-4.55,0,-4.55,1,0
21626,-4.55,0,-4.55,1,0
21627,-4.55,0,-4.55,1,0
21628,-4.55,0,-4.55,1,0
21629,-4.55,0,-4.55,1,0
21630,-4.55,0,-4.55,1,0
21631,-4.55,0,-4.55,1,0
21632,-4.55,0,-4.55,1,0
21633,-4.55,0,-4.55,1,0
21634,-4.55,0,-4.55,1,0
21635,-4.55,0,-4.55,1,0
21636,-4.55,0,-4.55,1,0
21637,-4.55,0,-4.55,1,0
21638,-4.55,0,-4.55,1,0
21639,-4.55,0,-4.55,1,0
21640,-4.55,0,-4.55,1,0
21641,-4.55,0,-4.55,1,0
21642,-4.55,0,-4.55,1,0
21643,-4.55,0,-4.55,1,0
21644,-4.55,0,-4.55,1,0
21645,-4.55,0,-4.55,1,0
21646,-4.55,0,-4.55,1,0
21647,-4.55,0,-4.55,1,0
21648,-4.55,0,-4.55,1,0
21649,-4.55,0,-4.55,1,0
21650,-4.55,0,-4.55,1,0
21651,-4.55,0,-4.55,1,0
21652,-4.55,0,-4.55,1,0
21653,-4.55,0,-4.55,1,0
21654,-4.55,0,-4.55,1,0
21655,-4.55,0,-4.55,1,0
21656,-4.55,0,-4.55,1,0
21657,-4.55,0,-4.55,1,0
21658,-4.55,0,-4.55,1,0
21659,-4.55,0,-4.55,1,0
21660,-4.55,0,-4.55,1,0
21661,-4.55,0,-4.55,1,0
21662,-4.55,0,-4.55,1,0
21663,-4.55,0,-4.55,1,0
21664,-4.55,0,-4.55,1,0
21665,-4.55,0,-4.55,1,0
21666,-4.55,0,-4.55,1,0
21667,-4.55,0,-4.55,1,0
21668,-4.55,0,-4.55,1,0
21669,-4.55,0,-4.55,1,0
21670,-4.55,0,-4.55,1,0
21671,-4.55,0,-4.55,1,0
21672,-4.55,0,-4.55,1,0
21673,-4.55,0,-4.55,1,0
21674,-4.55,0,-4.55,1,0
21675,-4.55,0,-4.55,1,0
21676,-4.55,0,-4.55,1,0
21677,-4.55,0,-4.55,1,0
21678,-4.55,0,-4.55,1,0
21679,-4.55,0,-4.55,1,0
21680,-4.55,0,-4.55,1,0
21681,-4.55,0,-4.55,1,0
21682,-4.55,0,-4.55,1,0
21683,-4.55,0,-4.55,1,0
21684,-4.55,0,-4.55,1,0
21685,-4.55,0,-4.55,1,0
21686,-4.55,0,-4.55,1,0
21687,-4.55,0,-4.55,1,0
21688,-4.55,0,-4.55,1,0
21689,-4.55,0,-4.55,1,0
21690,-4.55,0,-4.55,1,0
